fila_bronze,rule_id,dimension_calidad,severidad,accion,tipo_problema,columna_afectada,codigo_error,valor_original,detalle,version_catalogo,version_diagnostico
17742,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
17759,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
17823,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
17959,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18182,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18237,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18248,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18256,IOT-R012,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,CLAVE_EN_CONFLICTO,VIA-00761 + 2026-08-26 18:25:00,Lecturas diferentes con igual clave candidata; se marcan todas,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18330,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18350,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18379,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18383,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18431,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18451,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18619,IOT-R014,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,UNIDAD_NO_RECONOCIDA,K,Unidad distinta de C o F,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18632,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18636,IOT-R021,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,FUERA_RANGO,-38.8,Humedad fuera de 0 a 100%,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18782,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18787,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-20 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18810,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
18919,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-09 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19020,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-15 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19040,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19197,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19219,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-26 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19393,IOT-R021,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,FUERA_RANGO,-50.9,Humedad fuera de 0 a 100%,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19491,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19544,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19589,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19655,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19724,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-28 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19829,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19881,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19949,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
19962,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20039,IOT-R014,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,UNIDAD_NO_RECONOCIDA,K,Unidad distinta de C o F,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20071,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20097,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-20 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20228,IOT-R021,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,FUERA_RANGO,-83.3,Humedad fuera de 0 a 100%,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20311,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20388,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20461,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20468,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-02 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20478,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-24 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20645,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20664,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
20884,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21058,IOT-R002,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FECHA_INVALIDA,2026-02-31 09:15:00,Formato incorrecto o fecha imposible,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21074,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21118,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21159,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21212,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21240,IOT-R012,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,CLAVE_EN_CONFLICTO,VIA-00885 + 2026-08-26 04:37:00,Lecturas diferentes con igual clave candidata; se marcan todas,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21240,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21300,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21325,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21369,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21409,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21413,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21421,IOT-R002,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FECHA_INVALIDA,2026-02-31 09:15:00,Formato incorrecto o fecha imposible,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21435,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21452,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21460,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21714,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21743,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-21 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21754,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21765,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-17 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21847,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-28 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21887,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21913,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
21931,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-10 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22248,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22298,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22365,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22511,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-25 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22592,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22613,IOT-R002,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FECHA_INVALIDA,2026-02-31 09:15:00,Formato incorrecto o fecha imposible,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22730,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-20 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22824,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-15 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22835,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22841,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22880,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-20 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
22960,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23055,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23093,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23127,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23135,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23167,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23179,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23220,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23426,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23456,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23561,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23567,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-24 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23601,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23702,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23787,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-28 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23861,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
23991,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24040,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24402,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24416,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24482,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24579,IOT-R021,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,FUERA_RANGO,-92.6,Humedad fuera de 0 a 100%,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24647,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24674,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24824,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24838,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
24976,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-24 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25016,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25029,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25071,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25332,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25485,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25532,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25535,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25630,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25688,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25750,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
25819,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26047,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26061,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26093,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26101,IOT-R021,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,FUERA_RANGO,-37.4,Humedad fuera de 0 a 100%,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26120,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26152,IOT-R014,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,UNIDAD_NO_RECONOCIDA,K,Unidad distinta de C o F,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26156,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26209,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26238,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26242,IOT-R002,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FECHA_INVALIDA,2026-02-31 09:15:00,Formato incorrecto o fecha imposible,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26321,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26353,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26425,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26525,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26584,IOT-R021,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,FUERA_RANGO,-76.6,Humedad fuera de 0 a 100%,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
26990,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27028,IOT-R008,CONFORMIDAD,CRITICAL,CUARENTENA,FORMATO,,FORMATO_INVALIDO, cam-26 ,Formato esperado CAM-00,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
27214,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 indica ausencia o error de lectura,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
