_fila_bronze,errores_bloqueantes,calidad_motivo,calidad_estado,clave_lectura_bronze,clave_lectura_normalizada,timestamp_original,viaje_id_original,order_id_original,camion_id_original,producto_id_original,temperatura_cabina_c_original,temp_unit_original,humedad_cabina_pct_original,desviacion_termica_flag_original,desviacion_proximos_60min_flag_original,timestamp_utc_normalizado,temperatura_c_normalizada,lectura_clave_duplicada,ocurrencias_clave_lectura,corresponde_wms_silver,corresponde_producto_silver,corresponde_flota_silver,motivos_transformacion,motivos_imputacion,banderas_informativas,conteo_transformaciones,conteo_errores_bloqueantes,conteo_banderas_informativas
9814,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00409 | 2026-08-14 18:19:00,VIA-00409 | 2026-08-14 22:19:00+00:00,2026-08-14 18:19:00,VIA-00409,ORD-2026-00947,CAM-28,PROD-003,21.05,C,45.7,0,0,2026-08-14 22:19:00+00:00,21.05,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10022,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00418 | 2026-08-05 08:02:00,VIA-00418 | 2026-08-05 12:02:00+00:00,2026-08-05 08:02:00,VIA-00418,ORD-2026-05862,CAM-09,PROD-005,,C,46.9,0,0,2026-08-05 12:02:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10081,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00420 | 2026-08-03 21:51:00,VIA-00420 | 2026-08-04 01:51:00+00:00,2026-08-03 21:51:00,VIA-00420,ORD-2026-02885,CAM-15,PROD-035,,C,61.5,0,0,2026-08-04 01:51:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10094,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00421 | 2026-08-30 04:23:00,VIA-00421 | 2026-08-30 08:23:00+00:00,2026-08-30 04:23:00,VIA-00421,ORD-2026-05712,CAM-15,PROD-025,-999.0,C,60.0,0,0,2026-08-30 08:23:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10124,IOT-FEC-002,Fecha imposible o instante inexistente en America/La_Paz; no se puede fijar el instante,cuarentena,VIA-00422 | 2026-02-31 09:15:00,,2026-02-31 09:15:00,VIA-00422,ORD-2026-00525,CAM-20,PROD-001,36.52,F,64.4,0,0,,2.511111111111113,False,1,si,si,si,temperatura_fahrenheit_convertida_celsius,,,1,1,0
10285,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00429 | 2026-08-16 01:33:00,VIA-00429 | 2026-08-16 05:33:00+00:00,2026-08-16 01:33:00,VIA-00429,ORD-2026-04991,CAM-24,PROD-013,-999.0,C,74.6,0,0,2026-08-16 05:33:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10287,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00429 | 2026-08-16 02:33:00,VIA-00429 | 2026-08-16 06:33:00+00:00,2026-08-16 02:33:00,VIA-00429,ORD-2026-04991,CAM-24,PROD-013,-999.0,C,79.5,0,0,2026-08-16 06:33:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10373,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00433 | 2026-08-29 22:23:00,VIA-00433 | 2026-08-30 02:23:00+00:00,2026-08-29 22:23:00,VIA-00433,ORD-2026-00959,CAM-10,PROD-023,,C,80.7,0,0,2026-08-30 02:23:00+00:00,,False,1,no,si,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001,1,1,1
10388,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00433 | 2026-08-30 05:53:00,VIA-00433 | 2026-08-30 09:53:00+00:00,2026-08-30 05:53:00,VIA-00433,ORD-2026-00959,CAM-10,PROD-023,2.99,C,64.7,0,0,2026-08-30 09:53:00+00:00,2.99,True,2,no,si,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001,1,1,1
10405,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00434 | 2026-08-21 13:05:00,VIA-00434 | 2026-08-21 17:05:00+00:00,2026-08-21 13:05:00,VIA-00434,ORD-2026-01323,CAM-08,PROD-008,-999.0,C,63.8,0,0,2026-08-21 17:05:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10512,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00438 | 2026-08-17 10:34:00,VIA-00438 | 2026-08-17 14:34:00+00:00,2026-08-17 10:34:00,VIA-00438,ORD-2026-04327,CAM-12,PROD-016,-999.0,C,46.0,0,0,2026-08-17 14:34:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10601,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00442 | 2026-08-15 17:31:00,VIA-00442 | 2026-08-15 21:31:00+00:00,2026-08-15 17:31:00,VIA-00442,ORD-2026-02381,CAM-24,PROD-059,20.77,C,47.2,0,0,2026-08-15 21:31:00+00:00,20.77,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10664,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00445 | 2026-08-06 04:15:00,VIA-00445 | 2026-08-06 08:15:00+00:00,2026-08-06 04:15:00,VIA-00445,ORD-2026-03433,CAM-08,PROD-022,4.03,C,90.0,0,0,2026-08-06 08:15:00+00:00,4.03,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10688,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00446 | 2026-08-08 19:43:00,VIA-00446 | 2026-08-08 23:43:00+00:00,2026-08-08 19:43:00,VIA-00446,ORD-2026-04726,CAM-08,PROD-008,-999.0,C,75.9,0,0,2026-08-08 23:43:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10851,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00453 | 2026-08-13 08:52:00,VIA-00453 | 2026-08-13 12:52:00+00:00,2026-08-13 08:52:00,VIA-00453,ORD-2026-06672,CAM-29,PROD-059,16.26,C,39.8,0,0,2026-08-13 12:52:00+00:00,16.26,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
10946,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00457 | 2026-08-19 10:13:00,VIA-00457 | 2026-08-19 14:13:00+00:00,2026-08-19 10:13:00,VIA-00457,ORD-2026-01549,CAM-23,PROD-020,-999.0,C,36.9,0,0,2026-08-19 14:13:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11159,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00465 | 2026-08-25 03:25:00,VIA-00465 | 2026-08-25 07:25:00+00:00,2026-08-25 03:25:00,VIA-00465,ORD-2026-03454,CAM-04,PROD-002,-999.0,C,49.5,0,0,2026-08-25 07:25:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11192,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00467 | 2026-08-15 12:38:00,VIA-00467 | 2026-08-15 16:38:00+00:00,2026-08-15 12:38:00,VIA-00467,ORD-2026-07428,CAM-26,PROD-053,3.5,C,82.0,0,0,2026-08-15 16:38:00+00:00,3.5,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11258,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00470 | 2026-08-30 03:12:00,VIA-00470 | 2026-08-30 07:12:00+00:00,2026-08-30 03:12:00,VIA-00470,ORD-2026-00187,CAM-11,PROD-035,-999.0,C,75.7,0,0,2026-08-30 07:12:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11360,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00474 | 2026-08-10 04:36:00,VIA-00474 | 2026-08-10 08:36:00+00:00,2026-08-10 04:36:00,VIA-00474,ORD-2026-05908,CAM-22,PROD-060,-999.0,C,54.3,0,0,2026-08-10 08:36:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11386,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00475 | 2026-08-27 19:42:00,VIA-00475 | 2026-08-27 23:42:00+00:00,2026-08-27 19:42:00,VIA-00475,ORD-2026-01792,CAM-03,PROD-016,18.45,C,52.8,0,0,2026-08-27 23:42:00+00:00,18.45,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11388,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00475 | 2026-08-27 20:42:00,VIA-00475 | 2026-08-28 00:42:00+00:00,2026-08-27 20:42:00,VIA-00475,ORD-2026-01792,CAM-03,PROD-016,,C,43.1,0,0,2026-08-28 00:42:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11595,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00484 | 2026-08-11 00:02:00,VIA-00484 | 2026-08-11 04:02:00+00:00,2026-08-11 00:02:00,VIA-00484,ORD-2026-04669,CAM-24,PROD-041,-999.0,C,80.7,0,0,2026-08-11 04:02:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11649,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00486 | 2026-08-09 11:02:00,VIA-00486 | 2026-08-09 15:02:00+00:00,2026-08-09 11:02:00,VIA-00486,ORD-2026-04675,CAM-08,PROD-053,4.5,C,76.4,0,0,2026-08-09 15:02:00+00:00,4.5,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11823,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00493 | 2026-08-01 15:05:00,VIA-00493 | 2026-08-01 19:05:00+00:00,2026-08-01 15:05:00,VIA-00493,ORD-2026-00167,CAM-25,PROD-008,,C,71.6,0,0,2026-08-01 19:05:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
11927,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00497 | 2026-08-16 15:25:00,VIA-00497 | 2026-08-16 19:25:00+00:00,2026-08-16 15:25:00,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,,C,57.7,0,0,2026-08-16 19:25:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
12054,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00503 | 2026-08-28 22:41:00,VIA-00503 | 2026-08-29 02:41:00+00:00,2026-08-28 22:41:00,VIA-00503,ORD-2026-01320,CAM-20,PROD-043,-999.0,C,59.1,0,0,2026-08-29 02:41:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
12098,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00505 | 2026-08-11 07:38:00,VIA-00505 | 2026-08-11 11:38:00+00:00,2026-08-11 07:38:00,VIA-00505,ORD-2026-02549,CAM-23,PROD-029,-999.0,C,45.0,0,0,2026-08-11 11:38:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
12199,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00509 | 2026-08-11 11:33:00,VIA-00509 | 2026-08-11 15:33:00+00:00,2026-08-11 11:33:00,VIA-00509,ORD-2026-05559,CAM-27,PROD-030,-999.0,C,47.4,0,0,2026-08-11 15:33:00+00:00,,False,1,no,si,no,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-003,1,1,2
12411,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00518 | 2026-08-29 08:01:00,VIA-00518 | 2026-08-29 12:01:00+00:00,2026-08-29 08:01:00,VIA-00518,ORD-2026-06065,CAM-24,PROD-001,3.19,C,90.4,0,0,2026-08-29 12:01:00+00:00,3.19,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
12679,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00529 | 2026-08-05 13:15:00,VIA-00529 | 2026-08-05 17:15:00+00:00,2026-08-05 13:15:00,VIA-00529,ORD-2026-05310,CAM-09,PROD-028,,C,47.0,0,0,2026-08-05 17:15:00+00:00,,False,1,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
12696,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00529 | 2026-08-05 21:45:00,VIA-00529 | 2026-08-06 01:45:00+00:00,2026-08-05 21:45:00,VIA-00529,ORD-2026-05310,CAM-09,PROD-028,-999.0,C,56.9,0,0,2026-08-06 01:45:00+00:00,,False,1,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
12722,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00531 | 2026-08-06 23:25:00,VIA-00531 | 2026-08-07 03:25:00+00:00,2026-08-06 23:25:00,VIA-00531,ORD-2026-07401,CAM-08,PROD-058,-17.73,C,68.4,0,0,2026-08-07 03:25:00+00:00,-17.73,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
12758,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00532 | 2026-08-30 22:23:00,VIA-00532 | 2026-08-31 02:23:00+00:00,2026-08-30 22:23:00,VIA-00532,ORD-2026-04733,CAM-23,PROD-019,,C,56.2,0,0,2026-08-31 02:23:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
12772,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00533 | 2026-08-09 21:15:00,VIA-00533 | 2026-08-10 01:15:00+00:00,2026-08-09 21:15:00,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,,C,49.3,0,0,2026-08-10 01:15:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
12775,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00533 | 2026-08-09 22:45:00,VIA-00533 | 2026-08-10 02:45:00+00:00,2026-08-09 22:45:00,VIA-00533,ORD-2026-06751,CAM-11,PROD-017,-999.0,C,50.6,0,0,2026-08-10 02:45:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
12918,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00539 | 2026-08-07 19:52:00,VIA-00539 | 2026-08-07 23:52:00+00:00,2026-08-07 19:52:00,VIA-00539,ORD-2026-01406,CAM-12,PROD-041,-999.0,C,75.7,0,0,2026-08-07 23:52:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
13017,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00543 | 2026-08-28 23:01:00,VIA-00543 | 2026-08-29 03:01:00+00:00,2026-08-28 23:01:00,VIA-00543,ORD-2026-03706,CAM-24,PROD-031,20.24,C,46.3,0,0,2026-08-29 03:01:00+00:00,20.24,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
13030,IOT-FEC-002,Fecha imposible o instante inexistente en America/La_Paz; no se puede fijar el instante,cuarentena,VIA-00543 | 2026-02-31 09:15:00,,2026-02-31 09:15:00,VIA-00543,ORD-2026-03706,CAM-24,PROD-031,16.59,C,46.4,0,0,,16.59,False,1,si,si,si,,,,0,1,0
13056,IOT-RNG-001,Humedad fuera del rango intrinseco 0-100 grados de porcentaje,cuarentena,VIA-00544 | 2026-08-13 04:23:00,VIA-00544 | 2026-08-13 08:23:00+00:00,2026-08-13 04:23:00,VIA-00544,ORD-2026-02077,CAM-08,PROD-019,19.81,C,-52.1,0,0,2026-08-13 08:23:00+00:00,19.81,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
13113,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00547 | 2026-08-01 20:37:00,VIA-00547 | 2026-08-02 00:37:00+00:00,2026-08-01 20:37:00,VIA-00547,ORD-2026-04094,CAM-30,PROD-028,-999.0,C,51.1,0,0,2026-08-02 00:37:00+00:00,,False,1,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
13193,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00550 | 2026-08-04 22:41:00,VIA-00550 | 2026-08-05 02:41:00+00:00,2026-08-04 22:41:00,VIA-00550,ORD-2026-07205,CAM-01,PROD-043,-999.0,C,65.8,0,0,2026-08-05 02:41:00+00:00,,False,1,no,si,no,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-003,1,1,2
13299,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00555 | 2026-08-02 02:54:00,VIA-00555 | 2026-08-02 06:54:00+00:00,2026-08-02 02:54:00,VIA-00555,ORD-2026-05267,CAM-20,PROD-021,,C,82.8,0,0,2026-08-02 06:54:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
13441,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00560 | 2026-08-16 11:48:00,VIA-00560 | 2026-08-16 15:48:00+00:00,2026-08-16 11:48:00,VIA-00560,ORD-2026-04169,CAM-12,PROD-046,-999.0,C,40.8,0,0,2026-08-16 15:48:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
13587,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00567 | 2026-08-21 17:53:00,VIA-00567 | 2026-08-21 21:53:00+00:00,2026-08-21 17:53:00,VIA-00567,ORD-2026-04493,CAM-08,PROD-052,,C,77.7,0,0,2026-08-21 21:53:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
13693,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00571 | 2026-08-17 00:14:00,VIA-00571 | 2026-08-17 04:14:00+00:00,2026-08-17 00:14:00,VIA-00571,ORD-2026-01188,CAM-19,PROD-049,-999.0,C,82.6,1,1,2026-08-17 04:14:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
13750,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00573 | 2026-08-24 08:23:00,VIA-00573 | 2026-08-24 12:23:00+00:00,2026-08-24 08:23:00,VIA-00573,ORD-2026-03959,CAM-09,PROD-012,18.93,C,52.5,0,0,2026-08-24 12:23:00+00:00,18.93,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
13825,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00576 | 2026-08-23 16:19:00,VIA-00576 | 2026-08-23 20:19:00+00:00,2026-08-23 16:19:00,VIA-00576,ORD-2026-05478,CAM-16,PROD-020,-999.0,C,42.5,0,0,2026-08-23 20:19:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
14009,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00584 | 2026-08-12 14:02:00,VIA-00584 | 2026-08-12 18:02:00+00:00,2026-08-12 14:02:00,VIA-00584,ORD-2026-04073,CAM-02,PROD-001,,C,79.1,0,0,2026-08-12 18:02:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
14106,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00588 | 2026-08-31 00:54:00,VIA-00588 | 2026-08-31 04:54:00+00:00,2026-08-31 00:54:00,VIA-00588,ORD-2026-00674,CAM-26,PROD-027,-999.0,C,74.3,0,0,2026-08-31 04:54:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
14166,IOT-FEC-002,Fecha imposible o instante inexistente en America/La_Paz; no se puede fijar el instante,cuarentena,VIA-00591 | 2026-02-31 09:15:00,,2026-02-31 09:15:00,VIA-00591,ORD-2026-05366,CAM-08,PROD-051,-17.62,C,56.1,0,0,,-17.62,False,1,si,si,si,,,,0,1,0
14309,IOT-RNG-001,Humedad fuera del rango intrinseco 0-100 grados de porcentaje,cuarentena,VIA-00597 | 2026-08-02 08:45:00,VIA-00597 | 2026-08-02 12:45:00+00:00,2026-08-02 08:45:00,VIA-00597,ORD-2026-03700,CAM-20,PROD-002,16.95,C,-52.3,0,0,2026-08-02 12:45:00+00:00,16.95,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
14377,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00599 | 2026-08-25 23:01:00,VIA-00599 | 2026-08-26 03:01:00+00:00,2026-08-25 23:01:00,VIA-00599,ORD-2026-04996,CAM-08,PROD-030,,C,47.3,0,0,2026-08-26 03:01:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
14415,IOT-FEC-002,Fecha imposible o instante inexistente en America/La_Paz; no se puede fijar el instante,cuarentena,VIA-00601 | 2026-02-31 09:15:00,,2026-02-31 09:15:00,VIA-00601,ORD-2026-00100,CAM-26,PROD-049,9.13,C,86.3,1,1,,9.13,False,1,si,si,si,,,,0,1,0
14719,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00614 | 2026-08-18 07:00:00,VIA-00614 | 2026-08-18 11:00:00+00:00,2026-08-18 07:00:00,VIA-00614,ORD-2026-03723,CAM-08,PROD-030,,C,46.8,0,0,2026-08-18 11:00:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
14792,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00617 | 2026-08-06 03:31:00,VIA-00617 | 2026-08-06 07:31:00+00:00,2026-08-06 03:31:00,VIA-00617,ORD-2026-01874,CAM-20,PROD-054,-999.0,C,69.3,0,0,2026-08-06 07:31:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
14864,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00620 | 2026-08-15 21:10:00,VIA-00620 | 2026-08-16 01:10:00+00:00,2026-08-15 21:10:00,VIA-00620,ORD-2026-05089,CAM-26,PROD-024,,C,40.8,0,0,2026-08-16 01:10:00+00:00,,False,1,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
14906,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00622 | 2026-08-29 04:32:00,VIA-00622 | 2026-08-29 08:32:00+00:00,2026-08-29 04:32:00,VIA-00622,ORD-2026-02931,CAM-08,PROD-036,3.53,C,75.4,0,0,2026-08-29 08:32:00+00:00,3.53,True,2,no,no,si,fecha_local_bolivia_convertida_utc,,IOT-REF-001 | IOT-REF-002,1,1,2
15014,IOT-NUL-001,Temperatura ausente en el valor recibido; no existe regla de imputacion inequivoca,cuarentena,VIA-00626 | 2026-08-09 06:04:00,VIA-00626 | 2026-08-09 10:04:00+00:00,2026-08-09 06:04:00,VIA-00626,ORD-2026-01601,CAM-18,PROD-017,,C,34.5,0,0,2026-08-09 10:04:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
15245,IOT-FEC-002,Fecha imposible o instante inexistente en America/La_Paz; no se puede fijar el instante,cuarentena,VIA-00636 | 2026-02-31 09:15:00,,2026-02-31 09:15:00,VIA-00636,ORD-2026-07494,CAM-18,PROD-024,20.62,C,42.1,0,0,,20.62,False,1,no,no,si,,,IOT-REF-001 | IOT-REF-002,0,1,2
15356,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00640 | 2026-08-05 23:29:00,VIA-00640 | 2026-08-06 03:29:00+00:00,2026-08-05 23:29:00,VIA-00640,ORD-2026-02492,CAM-22,PROD-047,3.86,C,66.3,0,0,2026-08-06 03:29:00+00:00,3.86,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
15502,IOT-RNG-001,Humedad fuera del rango intrinseco 0-100 grados de porcentaje,cuarentena,VIA-00646 | 2026-08-16 03:28:00,VIA-00646 | 2026-08-16 07:28:00+00:00,2026-08-16 03:28:00,VIA-00646,ORD-2026-05705,CAM-15,PROD-009,2.4,C,-87.9,0,0,2026-08-16 07:28:00+00:00,2.4,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
15781,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00658 | 2026-08-29 09:25:00,VIA-00658 | 2026-08-29 13:25:00+00:00,2026-08-29 09:25:00,VIA-00658,ORD-2026-06403,CAM-28,PROD-045,-999.0,C,83.2,0,1,2026-08-29 13:25:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
15866,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00662 | 2026-08-12 02:44:00,VIA-00662 | 2026-08-12 06:44:00+00:00,2026-08-12 02:44:00,VIA-00662,ORD-2026-05320,CAM-10,PROD-058,-18.66,C,62.2,0,0,2026-08-12 06:44:00+00:00,-18.66,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
15969,IOT-SEN-001,Centinela -999 declarado en config: no es una medicion de temperatura,cuarentena,VIA-00666 | 2026-08-23 04:11:00,VIA-00666 | 2026-08-23 08:11:00+00:00,2026-08-23 04:11:00,VIA-00666,ORD-2026-03093,CAM-26,PROD-021,-999.0,C,74.5,0,0,2026-08-23 08:11:00+00:00,,False,1,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
16062,IOT-CLA-001,"Clave de lectura viaje_id mas timestamp duplicada, sin criterio de desempate en config",cuarentena,VIA-00670 | 2026-08-28 12:01:00,VIA-00670 | 2026-08-28 16:01:00+00:00,2026-08-28 12:01:00,VIA-00670,ORD-2026-03021,CAM-08,PROD-041,-19.07,C,68.9,0,0,2026-08-28 16:01:00+00:00,-19.07,True,2,si,si,si,fecha_local_bolivia_convertida_utc,,,1,1,0
